"year","trial_name","trial_type","plot_width","plot_length","plant_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CMD_harvest","branch_number","CMD_1mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","root_number_commercial","planted_number_plot","plant_type","height","harvest_number","root_type1_5","root_rot_number","germinated_number_plot","starch_content","root_shape1_6","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0135_168",1,168,18,7,"test"," (Operator: lizbethpino, Time: )","VH22-0135","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,110,15.484375,4.955,2,34,4,3,175,4,2,0,1,15.22117241,1,4,25,15.484375,2.35690341536094
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0136_209",1,209,9,9,"test"," (Operator: lizbethpino, Time: )","VH22-0136","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,225,37.96875,12.15,3,36,4,1,225,4,1,1,1,24,3,4,25,37.96875,9.1125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0148_5",1,5,5,1,"test"," (Operator: lizbethpino, Time: )","VH22-0148","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,NA,1,NA,5.890625,1.885,3,11,4,NA,NA,4,4,2,1,8.87875,1,4,25,5.890625,0.5230138671875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0154_217",1,217,17,9,"test"," (Operator: lizbethpino, Time: )","VH22-0154","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,300,13.046875,4.175,5,21,4,1,300,3,4,0,1,13.96272431,5,4,25,13.046875,1.82169918732031
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0155_131",1,131,20,6,"test"," (Operator: lizbethpino, Time: )","VH22-0155","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,230,27.03125,8.65,3,20,4,1,230,4,3,2,1,12.71976959,5,4,25,27.03125,3.43831271729688
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0156_245",1,245,6,10,"test"," (Operator: lizbethpino, Time: )","VH22-0156","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,100,10.3125,3.3,3,20,4,3,215,4,5,2,1,15.44570552,5,4,25,10.3125,1.59283838175
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0157_32",1,32,19,2,"test"," (Operator: lizbethpino, Time: )","VH22-0157","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,300,33.015625,10.565,3,36,4,1,300,4,5,2,1,24.5,5,4,25,33.015625,8.088828125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0159_141",1,141,10,6,"test"," (Operator: lizbethpino, Time: )","VH22-0159","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,185,28.859375,9.235,3,41,4,1,185,4,4,0,1,26,5,4,25,28.859375,7.5034375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0160_15",1,15,15,1,"test"," (Operator: lizbethpino, Time: )","VH22-0160","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,220,30.21875,9.67,3,36,4,1,220,4,2,0,1,20.5,3,4,25,30.21875,6.19484375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0166_259",1,259,9,11,"test"," (Operator: lizbethpino, Time: )","VH22-0166","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,20.953125,6.705,2,46,4,1,200,4,1,1,1,23.27649165,1,4,25,20.953125,4.87715239103906
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0168_178",1,178,23,8,"test"," (Operator: lizbethpino, Time: )","VH22-0168","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,230,21.421875,6.855,2,24,4,1,230,4,4,2,1,19.46021739,5,4,25,21.421875,4.16874344401406
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0173_145",1,145,6,6,"test"," (Operator: lizbethpino, Time: )","VH22-0173","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,150,16.234375,5.195,2,36,4,1,150,3,2,0,1,25.26030303,3,4,25,16.234375,4.10085232002656
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0174_127",1,127,24,6,"test"," (Operator: lizbethpino, Time: )","VH22-0174","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0.75,NA,NA,4,18.75,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0176_295",1,295,6,12,"test"," (Operator: lizbethpino, Time: )","VH22-0176","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,165,6.25,2,3,18,4,1,165,4,1,3,1,22.10262799,1,4,25,6.25,1.381414249375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0182_31",1,31,20,2,"test"," (Operator: lizbethpino, Time: )","VH22-0182","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,175,6.25,2,2,11,4,1,175,3,5,0,0.75,27.90510917,5,4,18.75,6.25,1.744069323125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0187_8",1,8,8,1,"test"," (Operator: lizbethpino, Time: )","VH22-0187","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,310,41.5625,13.3,2,43,4,1,310,4,2,0,1,20.5,3,4,25,41.5625,8.5203125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0189_248",1,248,3,10,"test"," (Operator: lizbethpino, Time: )","VH22-0189","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,95,2.5,0.8,3,5,4,3,175,4,3,4,1,22.25715328,5,4,25,2.5,0.556428832
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0190_235",1,235,16,10,"test"," (Operator: lizbethpino, Time: )","VH22-0190","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,4,1,100,15.9375,5.1,1,15,4,4,200,1,3,0,1,18.21511405,3,4,25,15.9375,2.90303380171875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0192_166",1,166,16,7,"test"," (Operator: lizbethpino, Time: )","VH22-0192","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,130,18.609375,5.955,3,27,4,1,180,4,2,0,1,20.28760894,3,4,25,18.609375,3.77539722617812
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0194_218",1,218,18,9,"test"," (Operator: lizbethpino, Time: )","VH22-0194","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,400,46.609375,14.915,3,50,4,1,400,4,2,0,1,16,3,4,25,46.609375,7.4575
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0197_83",1,83,18,4,"test"," (Operator: lizbethpino, Time: )","VH22-0197","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,225,41.65625,13.33,3,49,4,1,225,4,4,0,1,25,2,4,25,41.65625,10.4140625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0199_193",1,193,8,8,"test"," (Operator: lizbethpino, Time: )","VH22-0199","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,0,1,250,32.65625,10.45,3,63,4,1,250,4,3,0,1,26,2,4,25,32.65625,8.490625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0200_210",1,210,10,9,"test"," (Operator: lizbethpino, Time: )","VH22-0200","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,125,11.96875,3.83,2,24,4,1,125,3,4,0,1,23.19485294,5,4,25,11.96875,2.77613396125625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0202_129",1,129,22,6,"test"," (Operator: lizbethpino, Time: )","VH22-0202","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,22.53125,7.21,3,36,4,1,250,4,2,2,1,21,3,4,25,22.53125,4.7315625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0207_279",1,279,22,12,"test"," (Operator: lizbethpino, Time: )","VH22-0207","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,305,26.5625,8.5,2,41,4,1,305,3,3,0,1,25.678,3,4,25,26.5625,6.82071875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0213_3",1,3,3,1,"test"," (Operator: lizbethpino, Time: )","VH22-0213","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,205,19.53125,6.25,3,32,4,1,205,4,2,0,1,26.47503401,3,4,25,19.53125,5.17090508007813
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0214_117",1,117,17,5,"test"," (Operator: lizbethpino, Time: )","VH22-0214","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,105,16.703125,5.345,3,28,4,2,160,4,2,2,1,18.58128713,1,4,25,16.703125,3.10365561593281
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0220_28",1,28,23,2,"test"," (Operator: lizbethpino, Time: )","VH22-0220","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,275,27.40625,8.77,3,56,4,1,275,4,5,0,1,24,5,4,25,27.40625,6.5775
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0233_73",1,73,23,3,"test"," (Operator: lizbethpino, Time: )","VH22-0233","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,315,27.0625,8.66,3,34,4,1,315,3,3,0,0.75,27,2,4,18.75,27.0625,7.306875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0236_160",1,160,10,7,"test"," (Operator: lizbethpino, Time: )","VH22-0236","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,185,39.328125,12.585,3,46,4,1,185,4,2,0,1,24.5,3,4,25,39.328125,9.635390625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0237_76",1,76,25,4,"test"," (Operator: lizbethpino, Time: )","VH22-0237","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,175,49.71875,15.91,2,56,4,1,175,4,1,0,1,27.3,3,4,25,49.71875,13.57321875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0238_60",1,60,10,3,"test"," (Operator: lizbethpino, Time: )","VH22-0238","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,220,11.1875,3.58,2,20,4,1,220,4,5,0,1,15.81963597,5,4,25,11.1875,1.76982177414375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0239_170",1,170,20,7,"test"," (Operator: lizbethpino, Time: )","VH22-0239","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,130,28.03125,8.97,3,30,4,1,160,4,1,0,1,22.5,2,4,25,28.03125,6.30703125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0241_156",1,156,6,7,"test"," (Operator: lizbethpino, Time: )","VH22-0241","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,22.0625,7.06,2,27,4,1,200,3,2,0,1,27.39168649,3,4,25,22.0625,6.04329083185625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0242_294",1,294,7,12,"test"," (Operator: lizbethpino, Time: )","VH22-0242","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,270,19.6875,6.3,2,40,4,1,270,4,4,0,1,24.87335025,1,4,25,19.6875,4.89694083046875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0243_287",1,287,14,12,"test"," (Operator: lizbethpino, Time: )","VH22-0243","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,220,34.375,11,2,50,4,1,220,4,3,0,1,21.5,1,4,25,34.375,7.390625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0244_68",1,68,18,3,"test"," (Operator: lizbethpino, Time: )","VH22-0244","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,295,30.8125,9.86,3,38,4,1,295,4,2,0,1,23.78087584,2,4,25,30.8125,7.3274823682
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0249_106",1,106,6,5,"test"," (Operator: lizbethpino, Time: )","VH22-0249","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,245,15.625,5,2,40,4,1,245,3,2,0,1,17.45919786,1,4,25,15.625,2.727999665625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0251_65",1,65,15,3,"test"," (Operator: lizbethpino, Time: )","VH22-0251","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,130,16.25,5.2,3,25,4,1,200,4,5,0,1,19.9368714,5,4,25,16.25,3.2397416025
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0254_179",1,179,22,8,"test"," (Operator: lizbethpino, Time: )","VH22-0254","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,225,13.484375,4.315,3,16,4,1,225,4,3,2,1,18.39454389,2,4,25,13.484375,2.48038927766719
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0257_162",1,162,12,7,"test"," (Operator: lizbethpino, Time: )","VH22-0257","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,280,54.1875,17.34,3,47,4,1,280,4,1,0,1,25,3,4,25,54.1875,13.546875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0258_62",1,62,12,3,"test"," (Operator: lizbethpino, Time: )","VH22-0258","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,210,11.921875,3.815,2,13,4,1,210,2,3,2,0.5,18.03414545,3,4,12.5,11.921875,2.15000827786719
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0262_104",1,104,4,5,"test"," (Operator: lizbethpino, Time: )","VH22-0262","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,48.3125,15.46,3,49,4,1,250,4,3,0,1,24,2,4,25,48.3125,11.595
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0263_189",1,189,12,8,"test"," (Operator: lizbethpino, Time: )","VH22-0263","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,19.09375,6.11,2,29,4,1,250,4,3,2,1,25.15455696,2,4,25,19.09375,4.80294821955
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0264_187",1,187,14,8,"test"," (Operator: lizbethpino, Time: )","VH22-0264","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0266_281",1,281,20,12,"test"," (Operator: lizbethpino, Time: )","VH22-0266","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,170,18.75,6,2,31,4,1,250,3,1,0,1,25.5,1,4,25,18.75,4.78125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0267_92",1,92,9,4,"test"," (Operator: lizbethpino, Time: )","VH22-0267","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,220,27.734375,8.875,2,36,4,1,220,3,3,0,0.75,31.81853583,1,4,18.75,27.734375,8.82467204660156
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0272_288",1,288,13,12,"test"," (Operator: lizbethpino, Time: )","VH22-0272","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,210,37.5,12,2,49,4,1,210,4,1,0,1,25,3,4,25,37.5,9.375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0277_196",1,196,5,8,"test"," (Operator: lizbethpino, Time: )","VH22-0277","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,300,53.8125,17.22,4,56,4,1,300,4,1,0,1,23.5,2,4,25,53.8125,12.6459375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0279_95",1,95,6,4,"test"," (Operator: lizbethpino, Time: )","VH22-0279","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,0,1,200,29.34375,9.39,3,59,4,1,200,4,5,0,1,26.5,1,4,25,29.34375,7.77609375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0280_280",1,280,21,12,"test"," (Operator: lizbethpino, Time: )","VH22-0280","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,35,11.2,2,49,4,1,200,4,3,0,1,20.7314442,2,4,25,35,7.25600547
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0282_163",1,163,13,7,"test"," (Operator: lizbethpino, Time: )","VH22-0282","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,275,54.53125,17.45,2,39,4,1,275,4,2,0,1,23.15167203,2,4,25,54.53125,12.6248961538594
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0287_78",1,78,23,4,"test"," (Operator: lizbethpino, Time: )","VH22-0287","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,325,43.734375,13.995,4,59,4,1,325,4,2,0,1,23.62506383,3,4,25,43.734375,10.3322740094016
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0293_116",1,116,16,5,"test"," (Operator: lizbethpino, Time: )","VH22-0293","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,160,25.53125,8.17,3,42,4,1,160,4,1,0,1,22.08873085,1,4,25,25.53125,5.63952909514063
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0316_283",1,283,18,12,"test"," (Operator: lizbethpino, Time: )","VH22-0316","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,2,1.5,170,28.4375,9.1,3,34,4,2,275,4,1,0,1,21.05808791,1,4,25,28.4375,5.98839374940625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0318_118",1,118,18,5,"test"," (Operator: lizbethpino, Time: )","VH22-0318","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,125,25.390625,8.125,3,30,4,2,200,4,2,1,1,22.81141593,3,4,25,25.390625,5.79196107597656
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0319_192",1,192,9,8,"test"," (Operator: lizbethpino, Time: )","VH22-0319","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,0,1.25,225,23.75,7.6,3,38,4,1,225,4,1,0,1,24.96194805,2,4,25,23.75,5.928462661875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0321_177",1,177,24,8,"test"," (Operator: lizbethpino, Time: )","VH22-0321","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,0,1,230,47.4375,15.18,2,47,4,1,230,4,2,0,1,25.5,3,4,25,47.4375,12.0965625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0323_149",1,149,2,6,"test"," (Operator: lizbethpino, Time: )","VH22-0323","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,175,50.359375,16.115,3,31,4,2,250,4,3,0,1,21.24920578,5,4,25,50.359375,10.7009672232719
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0332_267",1,267,17,11,"test"," (Operator: lizbethpino, Time: )","VH22-0332","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,0,1,350,21.125,6.76,2,32,4,1,350,3,3,0,1,24.63513158,3,4,25,21.125,5.204171546275
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0333_23",1,23,23,1,"test"," (Operator: lizbethpino, Time: )","VH22-0333","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",2,1,1.5,180,24.75,7.92,3,40,4,1,250,4,1,0,1,28,1,4,25,24.75,6.93
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0334_175",1,175,25,7,"test"," (Operator: lizbethpino, Time: )","VH22-0334","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,180,24.34375,7.79,1,25,4,2,260,1,2,0,0.75,21.25477612,3,4,18.75,24.34375,5.1742095617125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0336_234",1,234,17,10,"test"," (Operator: lizbethpino, Time: )","VH22-0336","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,65,20.8,3,70,4,1,250,4,2,0,1,20.5,3,4,25,65,13.325
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0337_72",1,72,22,3,"test"," (Operator: lizbethpino, Time: )","VH22-0337","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,145,12.875,4.12,4,20,4,2,200,2,5,0,1,15.59338235,5,4,25,12.875,2.0076479775625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0341_252",1,252,2,11,"test"," (Operator: lizbethpino, Time: )","VH22-0341","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,90,6.328125,2.025,2,19,4,3,175,4,1,1,1,28.80799127,1,4,25,6.328125,1.82300569755469
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0346_26",1,26,25,2,"test"," (Operator: lizbethpino, Time: )","VH22-0346","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,17.328125,5.545,1,17,4,1,250,2,2,0,0.75,28.5,3,4,18.75,17.328125,4.938515625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0347_269",1,269,19,11,"test"," (Operator: lizbethpino, Time: )","VH22-0347","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,275,27.375,8.76,3,35,4,1,275,3,5,0,1,22.00823377,1,4,25,27.375,6.0247539945375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0348_51",1,51,1,3,"test"," (Operator: lizbethpino, Time: )","VH22-0348","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,120,2.4375,0.78,1,8,4,1,120,1,1,0,1,20.3238843,1,4,25,2.4375,0.4953946798125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep1_VH22-0349_181",1,181,20,8,"test"," (Operator: lizbethpino, Time: )","VH22-0349","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,145,21.921875,7.015,2,39,4,3,250,3,3,2,1,24.35437086,2,4,25,21.921875,5.33893473696563
