"year","trial_name","trial_type","plot_width","plot_length","plant_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CMD_harvest","branch_number","CMD_1mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","root_number_commercial","planted_number_plot","plant_type","height","harvest_number","root_type1_5","root_rot_number","germinated_number_plot","starch_content","root_shape1_6","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_AGH22-0031_569",2,569,19,23,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","AGH22-0031","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,75,14,4.48,2,15,4,4,140,2,2,0,1,24.43566524,2,4,25,14,3.4209931336
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_AGH22-0036_519",2,519,19,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","AGH22-0036","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,230,10.09375,3.23,2,14,4,2,325,2,4,0,1,7.717030303,5,4,25,10.09375,0.778937746209062
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_AGH22-0048_539",2,539,12,22,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","AGH22-0048","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,200,31.1875,9.98,3,41,4,2,300,4,4,3,1,14.68664139,2,4,25,31.1875,4.58039628350625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_AGH22-0057_456",2,456,6,19,"test"," (Operator: lizbethpino, Time: )","AGH22-0057","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,5,2,1,NA,5,4,25,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_AGH22-0062_335",2,335,16,14,"test"," (Operator: lizbethpino, Time: )","AGH22-0062","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,200,21.25,6.8,2,30,4,1,316,3,3,0,1,20.3,1,4,25,21.25,4.31375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_CR24-16_557",2,557,7,23,"check"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","CR24-16","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,140,8.6875,2.78,3,26,4,1,140,3,1,0,1,10.4940625,1,4,25,8.6875,0.9116716796875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","202307DMF1C_tani_rep2_IBA980581_478",2,478,23,20,"check"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,25,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_KM505_448",2,448,3,18,"check"," (Operator: lizbethpino, Time: )","KM505","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1.75,250,24.6875,7.9,4,43,4,1,250,4,1,3,1,18.57901001,2,4,25,24.6875,4.58669309621875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_KU50_464",2,464,14,19,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,0,1,250,31.5625,10.1,2,31,4,2,250,3,1,1,1,17.0583558,3,4,25,31.5625,5.384043549375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","202307DMF1C_tani_rep2_TMEB419_318",2,318,18,13,"check"," (Operator: lizbethpino, Time: )","TMEB419","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,265,18.40625,5.89,2,19,4,1,265,3,2,0,1,23.09456227,2,4,25,18.40625,4.25084286782188
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0003_361",2,361,11,15,"test"," (Operator: lizbethpino, Time: )","VF22-0003","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,265,13.3125,4.26,3,22,4,1,265,4,4,3,1,10.50760155,1,4,25,13.3125,1.39882445634375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0005_430",2,430,21,18,"test"," (Operator: lizbethpino, Time: )","VF22-0005","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,185,42.59375,13.63,2,68,4,1,185,4,1,3,1,15.59179541,1,4,25,42.59375,6.64113035744688
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0007_502",2,502,2,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0007","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,215,17.8125,5.7,2,28,4,2,215,2,2,0,1,14.59732759,2,4,25,17.8125,2.60014897696875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0012_556",2,556,6,23,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0012","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,170,16.359375,5.235,3,31,4,2,170,4,1,2,1,8.485960832,3,4,25,16.359375,1.38825015486
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0013_564",2,564,14,23,"test"," (Operator: lizbethpino, Time: )","VF22-0013","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,230,22.375,7.16,3,44,4,1,230,4,1,1,1,14.80214209,1,4,25,22.375,3.3119792926375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0015_345",2,345,6,14,"test"," (Operator: lizbethpino, Time: )","VF22-0015","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,145,18.75,6,5,36,4,1,145,4,1,1,1,19.50785536,1,4,25,18.75,3.65772288
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0018_572",2,572,22,23,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0018","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0019_321",2,321,21,13,"test"," (Operator: lizbethpino, Time: )","VF22-0019","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,260,38.578125,12.345,2,55,4,1,260,4,2,0,1,24.27335946,3,4,25,38.578125,9.36420695417813
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0020_600",2,600,1,24,"test"," (Operator: lizbethpino, Time: )","VF22-0020","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0023_508",2,508,8,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0023","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,75,4.9375,1.58,1,7,4,3,115,2,1,1,0.75,8.752058824,2,4,18.75,4.9375,0.432132904435
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0024_510",2,510,10,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0024","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,26.03125,8.33,2,44,4,1,200,3,1,1,1,16.70640232,2,4,25,26.03125,4.348885353925
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0025_494",2,494,7,20,"test"," (Operator: lizbethpino, Time: )","VF22-0025","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,1,0,0.5,NA,1,4,12.5,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0027_312",2,312,12,13,"test"," (Operator: lizbethpino, Time: )","VF22-0027","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,145,17.109375,5.475,2,34,4,1,180,4,3,0,1,22.73134864,3,4,25,17.109375,3.889191681375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0028_303",2,303,3,13,"test"," (Operator: lizbethpino, Time: )","VF22-0028","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,170,NA,NA,2,NA,4,1,170,4,5,2,1,NA,5,4,25,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0030_385",2,385,16,16,"test"," (Operator: lizbethpino, Time: )","VF22-0030","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,31.25,10,2,44,4,1,250,4,1,0,1,20.41173387,3,4,25,31.25,6.378666834375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0031_328",2,328,23,14,"test"," (Operator: lizbethpino, Time: )","VF22-0031","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,280,71.25,22.8,3,66,4,1,280,4,1,0,1,23.98288026,3,4,25,71.25,17.08780218525
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0036_472",2,472,22,19,"test"," (Operator: lizbethpino, Time: )","VF22-0036","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,275,65.5,20.96,3,59,4,2,275,4,1,3,1,16.22611429,2,4,25,65.5,10.62810485995
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0041_517",2,517,17,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,75,8,2.56,1,11,4,3,130,2,2,1,1,7.677300771,2,4,25,8,0.61418406168
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0049_527",2,527,24,22,"test"," (Operator: lizbethpino, Time: )","VF22-0049","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0052_333",2,333,18,14,"test"," (Operator: lizbethpino, Time: )","VF22-0052","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,115,5,1.6,2,22,4,1,115,3,1,0,1,9.924857143,1,4,25,5,0.49624285715
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0053_491",2,491,10,20,"test"," (Operator: lizbethpino, Time: )","VF22-0053","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0054_477",2,477,24,20,"test"," (Operator: lizbethpino, Time: )","VF22-0054","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",0,0,1,100,5.46875,1.75,1,11,4,NA,150,NA,2,0,0.5,3.893496503,1,4,12.5,5.46875,0.212925590007812
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0060_471",2,471,21,19,"test"," (Operator: lizbethpino, Time: )","VF22-0060","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,145,17.9375,5.74,1,39,4,3,185,4,1,0,1,14.6508,2,4,25,17.9375,2.62798725
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0062_369",2,369,19,15,"test"," (Operator: lizbethpino, Time: )","VF22-0062","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,100,26.34375,8.43,2,33,4,3,150,2,3,0,1,18.60139286,2,4,25,26.34375,4.90030443155625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0064_518",2,518,18,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0064","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,160,9.46875,3.03,2,12,4,2,255,2,2,1,1,13.29576271,2,4,25,9.46875,1.25894253160312
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0066_475",2,475,25,19,"test"," (Operator: lizbethpino, Time: )","VF22-0066","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1.5,NA,41.75,13.36,3,33,4,NA,NA,4,1,3,1,17.96984211,1,4,25,41.75,7.502409080925
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0071_513",2,513,13,21,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0071","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,275,35.625,11.4,3,45,4,2,275,4,1,3,1,15.62785203,2,4,25,35.625,5.5674222856875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0073_595",2,595,6,24,"test"," (Operator: lizbethpino, Time: )","VF22-0073","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,140,2.1875,0.7,3,5,4,1,140,3,3,2,1,NA,1,4,25,2.1875,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0075_320",2,320,20,13,"test"," (Operator: lizbethpino, Time: )","VF22-0075","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0.5,NA,NA,4,12.5,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0081_329",2,329,22,14,"test"," (Operator: lizbethpino, Time: )","VF22-0081","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,30.625,9.8,2,46,4,1,200,4,1,0,1,17.91934132,1,4,25,30.625,5.48779827925
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0083_354",2,354,4,15,"test"," (Operator: lizbethpino, Time: )","VF22-0083","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,150,11.25,3.6,3,24,4,1,150,4,1,2,1,13.95048387,1,4,25,11.25,1.569429435375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0086_526",2,526,25,22,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0086","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",0,0,1,0,2.5625,0.82,2,3,4,NA,NA,NA,1,0,0.5,11.894,3,4,12.5,2.5625,0.30478375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0089_351",2,351,1,15,"test"," (Operator: lizbethpino, Time: )","VF22-0089","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,235,27.40625,8.77,2,29,4,1,235,3,4,0,1,20.93975,1,4,25,27.40625,5.738800234375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0090_359",2,359,9,15,"test"," (Operator: lizbethpino, Time: )","VF22-0090","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,180,12.375,3.96,1,25,4,2,310,2,3,0,1,6.134931507,2,4,25,12.375,0.75919777399125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0091_575",2,575,25,23,"test"," (Operator: lizbethpino, Time: )","VF22-0091","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0092_435",2,435,16,18,"test"," (Operator: lizbethpino, Time: )","VF22-0092","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0.5,NA,NA,4,12.5,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0094_487",2,487,14,20,"test"," (Operator: lizbethpino, Time: )","VF22-0094","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,200,14,4.48,2,28,4,3,200,3,2,2,1,13.70768421,1,4,25,14,1.9190757894
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0095_558",2,558,8,23,"test"," (Operator: lizbethpino, Time: )","VF22-0095","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,220,11.0625,3.54,3,24,4,2,220,4,1,3,1,14.07760396,2,4,25,11.0625,1.557334938075
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0097_397",2,397,4,16,"test"," (Operator: lizbethpino, Time: )","VF22-0097","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,190,12.71875,4.07,4,19,4,2,235,4,3,4,1,13.48884298,1,4,25,12.71875,1.71561221651875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0098_458",2,458,8,19,"test"," (Operator: lizbethpino, Time: )","VF22-0098","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,305,22.40625,7.17,4,29,4,1,305,4,4,4,1,13.73869888,2,4,25,22.40625,3.0783272178
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0099_306",2,306,6,13,"test"," (Operator: lizbethpino, Time: )","VF22-0099","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,200,13.15625,4.21,2,24,4,1,225,4,1,0,1,21.81496815,1,4,25,13.15625,2.87003174723437
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0101_386",2,386,15,16,"test"," (Operator: lizbethpino, Time: )","VF22-0101","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,310,29.9375,9.58,3,39,4,1,310,4,3,2,1,17.10256785,2,4,25,29.9375,5.12008125009375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0103_399",2,399,2,16,"test"," (Operator: lizbethpino, Time: )","VF22-0103","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,175,25.40625,8.13,3,34,4,1,175,4,1,2,1,17.15368421,2,4,25,25.40625,4.35810789460313
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0105_398",2,398,3,16,"test"," (Operator: lizbethpino, Time: )","VF22-0105","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,160,14.75,4.72,2,25,4,2,230,3,1,2,0.75,14.41696429,2,4,18.75,14.75,2.126502232775
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0108_465",2,465,15,19,"test"," (Operator: lizbethpino, Time: )","VF22-0108","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,195,39.0625,12.5,3,47,4,1,195,4,1,2,1,14.57382627,2,4,25,39.0625,5.69290088671875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0112_392",2,392,9,16,"test"," (Operator: lizbethpino, Time: )","VF22-0112","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,350,35.75,11.44,3,48,4,1,350,4,1,0,1,21.3906689,2,4,25,35.75,7.64716413175
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0113_480",2,480,21,20,"test"," (Operator: lizbethpino, Time: )","VF22-0113","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,100,40.875,13.08,1,26,4,4,200,2,3,2,1,17.91800861,2,4,25,40.875,7.3239860193375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0120_310",2,310,10,13,"test"," (Operator: lizbethpino, Time: )","VF22-0120","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,185,34.984375,11.195,3,39,4,3,275,4,1,0,1,20.40336152,3,4,25,34.984375,7.1379885067625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0121_344",2,344,7,14,"test"," (Operator: lizbethpino, Time: )","VF22-0121","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,245,39.6875,12.7,3,55,4,1,245,4,2,0,1,24.41243363,3,4,25,39.6875,9.68868459690625
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0122_409",2,409,9,17,"test"," (Operator: lizbethpino, Time: )","VF22-0122","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,225,18.125,5.8,3,40,4,1,275,4,3,4,1,14.48968831,2,4,25,18.125,2.6262560061875
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0123_343",2,343,8,14,"test"," (Operator: lizbethpino, Time: )","VF22-0123","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,250,26.875,8.6,2,51,4,1,250,4,3,0,1,21.81496815,3,4,25,26.875,5.8627726903125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0127_334",2,334,17,14,"test"," (Operator: lizbethpino, Time: )","VF22-0127","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,225,18.4375,5.9,2,30,4,NA,225,4,1,0,1,23.4165625,1,4,25,18.4375,4.3174287109375
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0130_442",2,442,9,18,"test"," (Operator: lizbethpino, Time: )","VF22-0130","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,215,NA,NA,3,47,4,1,215,4,2,2,1,15.36935264,2,4,25,NA,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0136_537",2,537,14,22,"test"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )","VF22-0136","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,190,28.125,9,2,29,4,2,275,3,3,0,0.75,11.35193258,2,4,18.75,28.125,3.192731038125
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0139_363",2,363,13,15,"test"," (Operator: lizbethpino, Time: )","VF22-0139","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,300,10,3.2,3,11,4,1,300,4,5,4,1,NA,5,4,25,10,NA
2023,"202307DMF1C_tani","202307DMF1C_tani",1,3.2,"2023-April-04","Tay Ninh",NA,"202307DMF1C_tani_rep2_VF22-0140_381",2,381,20,16,"test"," (Operator: lizbethpino, Time: )","VF22-0140","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,215,31.25,10,3,29,4,1,215,3,1,0,1,17.54897436,1,4,25,31.25,5.4840544875
